ts;co2;humidity;light;motion;temperature;vdd
1596526815833;407;56;26;0;20.9;3633
1596527114365;407;56;27;0;20.9;3633
1596527416476;409;56;31;0;21;3633
1596527716225;405;56;35;0;20.9;3633
1596528017797;403;56;30;0;21;3633
1596528315369;413;56;34;0;21;3633
1596528616501;407;56;33;0;21;3633
1596528914341;407;57;24;0;21;3633
1596529215301;412;57;27;0;21;3633
1596529514741;415;57;26;0;21;3633
1596529816377;413;57;31;0;21;3633
1596530114293;407;57;27;0;21.1;3633
1596530415225;413;57;30;0;21;3633
1596530714681;414;57;36;0;21;3633
1596531014197;406;56;36;0;21;3633
1596531317602;414;57;33;0;21.1;3633
1596531616139;413;57;32;0;21.1;3633
1596531917340;407;57;31;0;21.1;3633
1596532216025;415;56;35;0;21.1;3633
1596532516367;414;56;19;0;21.1;3633
1596532815449;416;56;19;0;21.1;3633
1596533114808;413;57;44;0;21.1;3633
1596533414025;414;56;37;0;21.1;3633
1596533715191;412;57;27;0;21.1;3633
1596534013917;416;56;31;0;21.1;3633
1596534315230;417;56;28;0;21.1;3633
1596534614412;424;56;28;0;21.1;3633
1596534915157;412;56;32;0;21.2;3633
1596535215361;419;56;38;0;21.2;3633
1596535516919;418;56;36;0;21.2;3633
1596535813893;419;56;39;0;21.2;3633
1596536115636;420;56;37;0;21.2;3633
1596536413825;416;56;29;0;21.2;3633
1596536716309;416;56;37;0;21.3;3633
1596537013903;415;56;41;0;21.3;3633
1596537317485;416;56;41;0;21.2;3633
1596537615307;421;56;41;0;21.3;3633
1596537916583;419;56;29;0;21.3;3633
1596538215034;423;56;38;0;21.3;3636
1596538513789;421;56;44;0;21.3;3633
1596538814310;423;56;16;0;21.3;3633
1596539114209;422;56;39;0;21.3;3633
1596539416158;420;56;31;0;21.3;3636
1596539713477;425;56;34;0;21.3;3633
1596540014111;424;56;30;0;21.3;3633
1596540314681;424;56;28;0;21.4;3633
1596540614534;417;56;25;0;21.4;3633
1596540913709;415;56;30;0;21.4;3633
1596541215578;420;56;28;0;21.4;3633
1596541513621;425;56;26;0;21.4;3633
1596541814169;416;56;25;0;21.3;3633
1596542113554;429;56;29;0;21.4;3633
1596542415409;424;56;29;0;21.4;3633
1596542717374;429;56;31;0;21.4;3633
1596543015653;424;56;31;0;21.4;3633
1596543317233;430;56;30;0;21.4;3633
1596543614676;421;56;30;0;21.4;3633
1596543915262;418;56;29;0;21.4;3633
1596544214641;423;56;27;0;21.4;3633
1596544515994;421;56;24;0;21.4;3633
1596544814697;429;56;27;0;21.4;3636
1596545114545;423;56;24;0;21.4;3633
1596545415021;427;56;27;0;21.4;3633
1596545713425;419;56;24;0;21.5;3633
1596546013339;426;56;25;0;21.4;3633
1596546314657;426;56;24;0;21.5;3633
1596546613457;420;56;26;0;21.4;3633
1596546915433;428;56;25;0;21.4;3633
1596547213113;424;56;26;0;21.4;3633
1596547515405;423;56;25;0;21.5;3633
1596547813305;430;56;27;0;21.5;3633
1596548114025;422;56;27;0;21.5;3633
1596548414189;428;56;28;0;21.5;3633
1596548713449;428;56;28;0;21.5;3636
1596549019651;427;56;32;0;21.5;3633
1596549313481;432;56;33;0;21.5;3633
1596549613873;425;56;31;0;21.4;3633
1596549915532;424;56;31;0;21.5;3633
1596550213413;415;56;32;0;21.5;3633
1596550515003;416;56;28;0;21.5;3633
1596550814077;426;56;48;0;21.5;3633
1596551113707;416;56;35;0;21.5;3633
1596551414285;429;56;33;0;21.5;3633
1596551714991;424;56;67;0;21.5;3633
1596552014189;425;56;93;0;21.6;3636
1596552315034;430;56;105;0;21.6;3633
1596552614466;418;56;119;0;21.6;3636
1596552915051;434;56;123;0;21.6;3633
1596553213413;426;56;101;0;21.6;3633
1596553513429;424;56;66;0;21.7;3633
1596553813349;420;56;37;0;21.7;3633
1596554113258;416;56;10;0;21.7;3633
1596554413425;424;56;7;0;21.7;3633
1596554714239;423;56;6;0;21.7;3633
1596555014185;420;56;7;0;21.7;3633
1596555314338;419;56;7;0;21.7;3633
1596555614203;418;56;7;0;21.7;3633
1596555915829;419;56;6;0;21.7;3633
1596556219802;426;56;8;0;21.7;3633
1596556512641;423;56;14;0;21.7;3633
1596556812225;422;56;10;0;21.6;3633
1596557112886;418;56;10;0;21.7;3633
1596557412793;419;56;5;0;21.6;3636
1596557713901;418;56;4;0;21.7;3633
1596558013293;416;56;4;0;21.6;3636
1596558312641;418;56;3;0;21.6;3633
1596558613177;411;56;3;0;21.6;3636
1596558912877;430;56;2;0;21.6;3633
1596559211777;419;56;2;0;21.6;3636
1596559512953;419;56;2;0;21.6;3633
1596559812225;421;56;2;0;21.6;3633
1596560114065;419;56;1;0;21.6;3633
1596560415321;414;56;1;0;21.6;3633
1596560713701;414;56;1;0;21.6;3633
1596561015684;415;56;1;0;21.5;3633
1596561313609;425;56;1;0;21.5;3633
1596561616215;416;56;1;0;21.5;3636
1596561912537;426;56;1;0;21.5;3633
1596562212169;422;56;1;0;21.5;3633
1596562513585;423;56;1;0;21.5;3633
1596562812429;426;56;1;0;21.5;3633
1596563111923;423;56;1;0;21.5;3633
1596563412625;421;56;1;0;21.5;3633
1596563713366;425;56;1;0;21.5;3633
1596564013314;422;56;1;0;21.4;3633
1596564312597;423;57;1;0;21.5;3633
1596564612805;423;56;1;0;21.4;3633
1596564913801;424;57;0;0;21.4;3636
1596565213057;417;57;0;0;21.5;3633
1596565513026;422;57;0;0;21.4;3633
1596565812637;416;57;1;0;21.4;3636
1596566113617;419;57;1;0;21.4;3633
1596566412777;426;57;0;0;21.4;3633
1596566713537;425;57;1;0;21.4;3636
1596567011757;410;57;0;0;21.4;3636
1596567315193;410;57;1;0;21.4;3633
1596567613385;413;57;0;0;21.4;3636
1596567913225;425;57;1;0;21.4;3636
1596568211893;426;57;1;0;21.4;3633
1596568513421;426;57;0;0;21.4;3633
1596568813105;421;57;1;0;21.4;3633
1596569113625;416;57;1;0;21.3;3633
1596569412693;416;57;1;0;21.3;3633
1596569713229;423;57;1;0;21.3;3633
1596570012993;420;57;1;0;21.3;3633
1596570314373;416;57;0;0;21.3;3633
1596570612909;421;57;1;0;21.3;3633
1596570913205;417;57;0;0;21.3;3633
1596571212649;419;57;0;0;21.3;3633
1596571511985;412;57;1;0;21.3;3633
1596571812649;412;57;1;0;21.3;3636
1596572113177;414;57;1;0;21.3;3633
1596572412553;418;57;1;0;21.3;3633
